Recognized ABC Sieve file:
ABC File
Switching to Exponentiating using GMP
(394^6336-1)^2-2 is composite: RES64: [8A32452DA1E157F6] (119.7605s+0.2546s)
(394^6340-1)^2-2 is composite: RES64: [8F2128613BE35C6F] (123.8204s+0.2094s)
(394^6348-1)^2-2 is composite: RES64: [E96EC205669EE470] (118.8921s+2.8323s)
(394^6357-1)^2-2 is composite: RES64: [644E904C017716D4] (116.0016s+0.7078s)
(394^6380+1)^2-2 is composite: RES64: [EB5BE873FD16A8B9] (124.0159s+0.1131s)
(394^6381+1)^2-2 is composite: RES64: [8D39B88877F1AA11] (120.2397s+0.2384s)
(394^6385-1)^2-2 is composite: RES64: [1D3361282BBD9F99] (119.8504s+0.7028s)
(394^6393+1)^2-2 is composite: RES64: [60E6689FE1DBB0F2] (117.8265s+0.2223s)
(394^6400-1)^2-2 is composite: RES64: [CFEB4F14656D220C] (120.7029s+1.1338s)
(394^6407+1)^2-2 is composite: RES64: [68714F8190A40D1E] (122.3012s+0.2456s)
(394^6408+1)^2-2 is composite: RES64: [1FB09F3BEF4ECB65] (119.3395s+0.0982s)
(394^6408-1)^2-2 is composite: RES64: [5E3426AEDEB1FD5D] (119.9120s+0.2314s)
(394^6411+1)^2-2 is composite: RES64: [0D0CF1C15B0706EC] (120.6639s+0.2274s)
(394^6415-1)^2-2 is composite: RES64: [B79070436139CC6B] (119.9601s+0.2344s)
(394^6426-1)^2-2 is composite: RES64: [476385B5DA349034] (120.6971s+0.2464s)
(394^6428+1)^2-2 is composite: RES64: [6BA0E93AF2D15708] (120.4903s+0.2274s)
(394^6439-1)^2-2 is composite: RES64: [4F91FEA579AF4328] (117.5360s+0.0778s)
(394^6442-1)^2-2 is composite: RES64: [E8256DCFAF9AF418] (120.2339s+0.3076s)
(394^6444+1)^2-2 is composite: RES64: [685072591BFE74E3] (122.6611s+0.2333s)
(394^6477+1)^2-2 is composite: RES64: [9BA01551206E095E] (120.6138s+0.1323s)
(394^6486-1)^2-2 is composite: RES64: [BD8776BE4E8E34F7] (123.7823s+0.3607s)
(394^6490-1)^2-2 is composite: RES64: [E3C782337676ECB8] (123.2865s+0.2123s)
(394^6492-1)^2-2 is composite: RES64: [C37724367431F088] (120.7801s+0.1040s)
(394^6495-1)^2-2 is composite: RES64: [8BE7FCFC6A1F54F3] (123.4564s+0.3138s)
(394^6498+1)^2-2 is composite: RES64: [55324AC9D0FA2945] (123.0513s+0.1653s)
(394^6513-1)^2-2 is composite: RES64: [9F535BC69F4F414D] (120.6141s+0.2253s)
(394^6516-1)^2-2 is composite: RES64: [41502A21514A5708] (119.6382s+0.2311s)
(394^6522+1)^2-2 is composite: RES64: [0153C078E9A7FDE3] (120.8315s+0.1422s)
(394^6543+1)^2-2 is composite: RES64: [55FAB5D7162624DF] (121.7144s+0.3106s)
(394^6547-1)^2-2 is composite: RES64: [FB847B481BEC7C36] (121.0680s+0.2248s)
(394^6552-1)^2-2 is composite: RES64: [77901800CEE39ADC] (121.6466s+0.1592s)
(394^6555+1)^2-2 is composite: RES64: [9672F598AD0AA814] (119.6634s+0.3507s)
(394^6565-1)^2-2 is composite: RES64: [0F913E25F12A81FB] (121.3104s+0.2024s)
(394^6567+1)^2-2 is composite: RES64: [8426885067F1A94A] (122.8603s+0.2376s)
(394^6580-1)^2-2 is composite: RES64: [E29A638DF2F35A4F] (122.5299s+0.4565s)
(394^6585-1)^2-2 is composite: RES64: [943DE993402E157C] (124.7838s+0.2644s)
(394^6588-1)^2-2 is composite: RES64: [E2B619B8E6552861] (123.5777s+0.3098s)
(394^6590+1)^2-2 is composite: RES64: [2FA0829DFBCF709E] (123.8083s+0.1291s)
(394^6591+1)^2-2 is composite: RES64: [EECF5AA1995A4515] (121.1121s+0.1031s)
(394^6592-1)^2-2 is composite: RES64: [35F80199222200FB] (122.6520s+0.4421s)
(394^6600+1)^2-2 is composite: RES64: [08545A77C63CB951] (124.8802s+0.2146s)
(394^6615+1)^2-2 is composite: RES64: [CD36D4AD9180ED68] (127.6251s+0.4420s)
(394^6618+1)^2-2 is composite: RES64: [F12BEEC8903744E6] (122.3723s+0.2197s)
(394^6624+1)^2-2 is composite: RES64: [6980343A7D32DC9A] (123.8865s+0.2386s)
(394^6625-1)^2-2 is composite: RES64: [5AE5FA761FCF1E4A] (125.2161s+0.2334s)
(394^6628-1)^2-2 is composite: RES64: [9BCE7EC9B4D71752] (124.0157s+0.2224s)
(394^6630+1)^2-2 is composite: RES64: [43935626A9C87A13] (126.6833s+0.2647s)
(394^6641+1)^2-2 is composite: RES64: [A71768521DFF7333] (127.1019s+0.2133s)
(394^6660+1)^2-2 is composite: RES64: [A6F0878E1535D7C6] (126.7463s+0.2314s)
(394^6660-1)^2-2 is composite: RES64: [4241E93A4D83B45C] (123.2937s+0.7499s)
(394^6663+1)^2-2 is composite: RES64: [9A20EBB4B26770FF] (124.8848s+0.1501s)
(394^6670-1)^2-2 is composite: RES64: [6502CF1134290B60] (128.0484s+0.2374s)
(394^6671+1)^2-2 is composite: RES64: [090EF4BB411CE536] (122.7804s+0.1705s)
(394^6673-1)^2-2 is composite: RES64: [9ECAACE897EDBCB7] (127.7759s+0.1003s)
(394^6703-1)^2-2 is composite: RES64: [A1357894E7588997] (124.4711s+0.1381s)
(394^6705-1)^2-2 is composite: RES64: [536436B2511D6AFE] (123.4862s+0.2294s)
(394^6708+1)^2-2 is composite: RES64: [6B3DBF606282CF32] (126.0934s+0.1173s)
(394^6720+1)^2-2 is composite: RES64: [7BABC9852CDF400A] (125.7360s+0.1100s)
(394^6731+1)^2-2 is composite: RES64: [ABD8570E339743BB] (138.8160s+0.2133s)
(394^6737+1)^2-2 is composite: RES64: [54154B1C699E1927] (129.2488s+0.5735s)
(394^6738+1)^2-2 is composite: RES64: [C5277CF8722C2BE5] (123.6770s+0.1241s)
(394^6739-1)^2-2 is composite: RES64: [2F7A872F06AE224E] (127.8838s+0.2545s)
(394^6750-1)^2-2 is composite: RES64: [CD96B407EE563EE0] (126.7010s+0.1404s)
(394^6752+1)^2-2 is composite: RES64: [2F8AF8A33BB6663B] (125.0186s+0.1061s)
(394^6753+1)^2-2 is composite: RES64: [FA1BA8468E793211] (127.5602s+0.1241s)
(394^6760-1)^2-2 is composite: RES64: [24BE101D0C018407] (129.2312s+0.2165s)
(394^6765+1)^2-2 is composite: RES64: [A4F92C1D80386A75] (127.8160s+0.1998s)
(394^6767+1)^2-2 is composite: RES64: [BEC89A269820F20D] (128.8265s+0.3828s)
(394^6768-1)^2-2 is composite: RES64: [6B7139C84A759CB9] (128.0549s+0.3138s)
(394^6777-1)^2-2 is composite: RES64: [9D7DAEB30CDC2B38] (124.2054s+0.2041s)
(394^6783+1)^2-2 is composite: RES64: [04D0CAB9169A209C] (123.1988s+0.2725s)
(394^6788+1)^2-2 is composite: RES64: [0F0D156466E00E65] (128.2754s+0.1166s)
(394^6790-1)^2-2 is composite: RES64: [7FA09B8399620A7D] (128.4656s+0.2738s)
(394^6795+1)^2-2 is composite: RES64: [83234CDA090D9300] (127.7947s+0.1973s)
(394^6797+1)^2-2 is composite: RES64: [0DD461C1F25634A7] (125.0985s+0.2406s)
(394^6802-1)^2-2 is composite: RES64: [E788359FCC0681F7] (126.8484s+0.3700s)
(394^6804+1)^2-2 is composite: RES64: [600684AC89BEB09E] (130.7483s+0.5532s)
(394^6810-1)^2-2 is composite: RES64: [FE17E6BD9EAB3C2E] (125.9668s+0.2930s)
(394^6823-1)^2-2 is composite: RES64: [CB9BAB4B707949A0] (131.7061s+0.0993s)
(394^6828+1)^2-2 is composite: RES64: [24DE53FEEBC9EC45] (128.5521s+0.2763s)
(394^6835-1)^2-2 is composite: RES64: [1232937936FC9BC8] (127.2603s+0.2493s)
(394^6840-1)^2-2 is composite: RES64: [B33E04D26AE708A8] (130.7859s+0.2507s)
(394^6858+1)^2-2 is composite: RES64: [7AFCE7895555E379] (131.5118s+0.1411s)
(394^6862-1)^2-2 is composite: RES64: [868ED4167673D7E5] (127.9514s+0.3577s)
(394^6865-1)^2-2 is composite: RES64: [895A9859E040E02F] (128.2863s+0.0819s)
(394^6868-1)^2-2 is composite: RES64: [5EB2428876EB7513] (127.2696s+0.3527s)
(394^6873+1)^2-2 is composite: RES64: [C334B7F3F16AE771] (125.9669s+0.2354s)
(394^6880-1)^2-2 is composite: RES64: [19983C767AD21144] (131.4715s+0.1065s)
(394^6890+1)^2-2 is composite: RES64: [10BBCD88A0E92216] (129.0081s+0.1883s)
(394^6895-1)^2-2 is composite: RES64: [91DF727448DBEA18] (131.0403s+0.2695s)
(394^6897-1)^2-2 is composite: RES64: [406B76B129975D2F] (129.7993s+0.1223s)
(394^6906-1)^2-2 is composite: RES64: [633574301C1480E6] (129.1255s+0.1251s)
(394^6912-1)^2-2 is composite: RES64: [DFC811E6F34BE5C8] (129.5203s+0.1281s)
(394^6913-1)^2-2 is composite: RES64: [1B402F87850A5999] (131.2151s+0.2366s)
(394^6920+1)^2-2 is composite: RES64: [741CB45CC8A58574] (128.7086s+0.1451s)
(394^6930-1)^2-2 is composite: RES64: [68746D45C2D82D64] (130.0868s+0.1302s)
(394^6933-1)^2-2 is composite: RES64: [AD0F97387A16C1CF] (129.2867s+0.1823s)
(394^6935+1)^2-2 is composite: RES64: [5C3AA47B57832336] (129.4253s+0.2386s)
(394^6948+1)^2-2 is composite: RES64: [539DD9428AE6B26A] (127.8673s+0.2675s)
(394^6958-1)^2-2 is composite: RES64: [57BCE18A75D9DB09] (132.3558s+0.3907s)
(394^6962+1)^2-2 is composite: RES64: [F7F686F9B62B7C62] (134.6271s+0.1173s)
(394^6963-1)^2-2 is composite: RES64: [64E087E44CB0FB18] (131.8648s+0.2304s)
(394^6970-1)^2-2 is composite: RES64: [031AD6A61C8E81D1] (130.6994s+0.2303s)
(394^6990-1)^2-2 is composite: RES64: [EA7D15942CB3A386] (127.6556s+0.2146s)
(394^6992+1)^2-2 is composite: RES64: [E8A2D54936F94EBB] (130.9123s+0.2694s)
(394^6996-1)^2-2 is composite: RES64: [38D1300A4295359A] (128.5598s+0.2183s)
(394^7002-1)^2-2 is composite: RES64: [589053547D6A987B] (139.0845s+0.2226s)
(394^7009-1)^2-2 is composite: RES64: [70DD28CBD417779D] (131.6943s+0.1793s)
(394^7014+1)^2-2 is composite: RES64: [32412B97815A7B81] (134.0082s+0.1411s)
(394^7020-1)^2-2 is composite: RES64: [D091512F9825D9F8] (130.6553s+0.0952s)
(394^7025+1)^2-2 is composite: RES64: [B6A4C0978D9DB1FE] (134.9861s+0.1374s)
(394^7027-1)^2-2 is composite: RES64: [022755A258D9E497] (131.0255s+0.2434s)
(394^7029-1)^2-2 is composite: RES64: [3A1ED0737346D147] (131.9578s+0.1341s)
(394^7030-1)^2-2 is composite: RES64: [B77AC5E7400CB093] (135.9657s+0.3399s)
(394^7032-1)^2-2 is composite: RES64: [1B621CFAB18A5BED] (133.1873s+0.1281s)
(394^7040+1)^2-2 is composite: RES64: [00BA116AF587DBA3] (135.9554s+0.2374s)
(394^7042-1)^2-2 is composite: RES64: [67CE17759D0F4C68] (131.4974s+0.0636s)
(394^7055+1)^2-2 is composite: RES64: [C349BF1EEED8855B] (134.0637s+0.5382s)
(394^7056-1)^2-2 is composite: RES64: [CBA2316DF8AF3CD5] (131.5667s+0.2494s)
(394^7058+1)^2-2 is composite: RES64: [3BF31DF7D52878A0] (135.6679s+0.2216s)
(394^7068-1)^2-2 is composite: RES64: [ECDE9D4287EAD1AB] (130.5764s+0.2414s)
(394^7080-1)^2-2 is composite: RES64: [970601BD1F70D14E] (133.7185s+0.1200s)
(394^7085+1)^2-2 is composite: RES64: [6C5948B413BECF20] (130.0357s+0.1845s)
(394^7087-1)^2-2 is composite: RES64: [F326B8B539432E8D] (130.7839s+0.2216s)
(394^7095-1)^2-2 is composite: RES64: [287C477BBBBDC01B] (138.3388s+0.2334s)
(394^7101+1)^2-2 is composite: RES64: [2F308529D27B59F8] (129.5885s+0.2396s)
(394^7104+1)^2-2 is composite: RES64: [69262F665EDC2011] (132.0533s+0.3419s)
(394^7122+1)^2-2 is composite: RES64: [F325CDB91C8EEF8F] (131.1750s+0.2053s)
(394^7132-1)^2-2 is composite: RES64: [74E1D135E130E415] (149.2076s+0.2334s)
(394^7138-1)^2-2 is composite: RES64: [9176BA1694AAF954] (144.4159s+0.2266s)
(394^7140+1)^2-2 is composite: RES64: [5BFAD48CC92BCAD6] (149.5498s+0.2156s)
(394^7148+1)^2-2 is composite: RES64: [CDE6D690B22395FB] (144.4861s+0.2404s)
(394^7161+1)^2-2 is composite: RES64: [FFB14DEF039BFA06] (154.7482s+0.1123s)
(394^7172+1)^2-2 is composite: RES64: [5B08B54513C57CE0] (149.5897s+0.2023s)
(394^7185+1)^2-2 is composite: RES64: [CFF469706A4FFCB7] (149.2018s+0.2907s)
(394^7188+1)^2-2 is composite: RES64: [4649128C9BBF4FCD] (150.9214s+0.0960s)
(394^7191+1)^2-2 is composite: RES64: [30D7C3B4EB80005C] (151.1438s+0.1512s)
(394^7212-1)^2-2 is composite: RES64: [678085F88B5FC7EC] (148.0738s+0.2627s)
(394^7218+1)^2-2 is composite: RES64: [8F338D636A74953B] (151.1927s+0.3727s)
(394^7225-1)^2-2 is composite: RES64: [118A57438C62CF56] (149.2247s+0.1632s)
(394^7228-1)^2-2 is composite: RES64: [B48BB3F2827EA23F] (153.6617s+0.4713s)
(394^7236-1)^2-2 is composite: RES64: [969D05963938384C] (149.3188s+0.2047s)
(394^7245+1)^2-2 is composite: RES64: [D9F302686A42A0BC] (156.8339s+0.1291s)
(394^7248+1)^2-2 is composite: RES64: [6538FA6E3E4E3B24] (147.4682s+0.1303s)
(394^7248-1)^2-2 is composite: RES64: [F1E07A6FB889E5A3] (152.7563s+0.2074s)
(394^7252-1)^2-2 is composite: RES64: [92671593BC98B85E] (148.9139s+0.1401s)
(394^7254+1)^2-2 is composite: RES64: [FF428D5BCF928FF2] (154.4017s+0.2306s)
(394^7263-1)^2-2 is composite: RES64: [60D22DF23BCDDF33] (149.5287s+0.1271s)
(394^7269-1)^2-2 is composite: RES64: [F56C01E03074EF42] (151.5840s+0.2685s)
(394^7270-1)^2-2 is composite: RES64: [83298ABADB5EF6C0] (149.2730s+0.1523s)
(394^7272-1)^2-2 is composite: RES64: [548EFFF3120D4586] (152.6813s+0.1732s)
(394^7278-1)^2-2 is composite: RES64: [956E99481797480F] (149.6549s+0.2252s)
(394^7280+1)^2-2 is composite: RES64: [39DAFF0B8022EBA8] (154.4594s+1.0612s)
(394^7285-1)^2-2 is composite: RES64: [CFCB10ACF32E40E5] (151.2172s+0.1050s)
(394^7295+1)^2-2 is composite: RES64: [89516B653C820346] (152.5716s+0.1371s)
(394^7313+1)^2-2 is composite: RES64: [A52726B9D438FCC9] (153.6938s+0.1213s)
(394^7314+1)^2-2 is composite: RES64: [259661AB389FD1E9] (155.6014s+0.1231s)
(394^7320-1)^2-2 is composite: RES64: [93F950AD49001C08] (155.0272s+0.2183s)
(394^7325+1)^2-2 is composite: RES64: [EBF4F9250F45CC93] (158.2669s+0.1925s)
(394^7328+1)^2-2 is composite: RES64: [83642EFCACE5D5AA] (152.1946s+0.2343s)
(394^7329-1)^2-2 is composite: RES64: [9FA8F994F7499E9E] (155.3250s+0.1162s)
(394^7332+1)^2-2 is composite: RES64: [4D62605E9E99F8D8] (153.0900s+0.3050s)
(394^7350-1)^2-2 is composite: RES64: [374F2A37A6623FBC] (156.2925s+0.3035s)
(394^7359-1)^2-2 is composite: RES64: [2EAC602B88646BA4] (152.0394s+0.0992s)
(394^7362-1)^2-2 is composite: RES64: [81459CBC8AF0BF99] (153.4371s+0.1211s)
(394^7369-1)^2-2 is composite: RES64: [ECC7535CE19D8FE6] (151.7995s+0.1291s)
(394^7371+1)^2-2 is composite: RES64: [66DA3C4D6A0D2A60] (159.7830s+0.1113s)
(394^7377+1)^2-2 is composite: RES64: [DB30258FAA4E9E78] (154.9080s+0.2153s)
(394^7377-1)^2-2 is composite: RES64: [4F21967A9AA22480] (150.5883s+0.2003s)
(394^7383-1)^2-2 is composite: RES64: [B38CA11AB4896B66] (155.9973s+0.4078s)
(394^7386-1)^2-2 is composite: RES64: [C0FF04154AA3213B] (150.7580s+0.1822s)
(394^7388+1)^2-2 is composite: RES64: [E1ECF96A6DCF2573] (155.3851s+0.1501s)
(394^7401+1)^2-2 is composite: RES64: [F4AE177BE268A2BF] (150.1494s+0.3299s)
(394^7404+1)^2-2 is composite: RES64: [0475478DFEFA1B98] (155.0775s+0.1231s)
(394^7412+1)^2-2 is composite: RES64: [C0060033E279730C] (154.9379s+0.2685s)
(394^7417-1)^2-2 is composite: RES64: [9213F7E9DA8CAB65] (154.0668s+0.1705s)
(394^7437+1)^2-2 is composite: RES64: [8AF3F14881140F68] (156.0441s+0.2113s)
(394^7438-1)^2-2 is composite: RES64: [7EBAEB055418A5B5] (153.2664s+0.2203s)
(394^7442+1)^2-2 is composite: RES64: [1351111953AABE1F] (155.5026s+0.2457s)
(394^7443-1)^2-2 is composite: RES64: [4B1EF80FB072E772] (159.1797s+0.1100s)
(394^7446-1)^2-2 is composite: RES64: [42B5F65CD064CE15] (154.8847s+0.1283s)
(394^7450-1)^2-2 is composite: RES64: [4B05646C59D7D4F4] (152.8415s+0.3760s)
(394^7451+1)^2-2 is composite: RES64: [D7D8B068081C9643] (158.3769s+0.0410s)
(394^7455+1)^2-2 is composite: RES64: [D8D3B94013BC2C35] (156.2706s+0.2316s)
(394^7458+1)^2-2 is composite: RES64: [C4C1349E3A822615] (155.8265s+0.2404s)
(394^7464+1)^2-2 is composite: RES64: [E967836F218DABD9] (155.2407s+0.1712s)
(394^7465-1)^2-2 is composite: RES64: [9DFF10B25EB30D60] (155.4685s+0.1324s)
(394^7473-1)^2-2 is composite: RES64: [07DFB5FFA9F76E8F] (158.8184s+0.2264s)
(394^7488+1)^2-2 is composite: RES64: [B8172B7219610C79] (156.7868s+0.1271s)
(394^7495-1)^2-2 is composite: RES64: [551C77F367A7FE24] (158.0874s+0.3349s)
(394^7498-1)^2-2 is composite: RES64: [B1F2AEFCF6F329DC] (154.2503s+0.5292s)
(394^7507-1)^2-2 is composite: RES64: [9327B8344B0C829B] (175.9803s+0.0995s)
(394^7509-1)^2-2 is composite: RES64: [F83EF661F24D1217] (173.5303s+0.2537s)
(394^7511+1)^2-2 is composite: RES64: [1AE282A04E4EC8A9] (175.3212s+0.2136s)
(394^7512+1)^2-2 is composite: RES64: [DD34198F4D12CC20] (175.3444s+0.0389s)
(394^7512-1)^2-2 is composite: RES64: [03FAB20827C420F3] (175.1666s+0.1331s)
(394^7524+1)^2-2 is composite: RES64: [66C4D9CBDB1CCBE8] (181.8792s+0.2126s)
(394^7527-1)^2-2 is composite: RES64: [68A2C75340A9120D] (175.8936s+0.1051s)
(394^7530+1)^2-2 is composite: RES64: [6AFE49F6E1EDB72C] (177.0707s+0.2978s)
(394^7533+1)^2-2 is composite: RES64: [6FA2EB744F34701F] (177.2381s+0.2717s)
(394^7548+1)^2-2 is composite: RES64: [5B5A05C20D072667] (175.4245s+0.1916s)
(394^7548-1)^2-2 is composite: RES64: [2E0162E9D51C342B] (186.1396s+0.2143s)
(394^7550+1)^2-2 is composite: RES64: [F2A45634FD93EA32] (176.7027s+0.3768s)
(394^7557-1)^2-2 is composite: RES64: [7D6F6E03B55AEFE6] (179.9616s+0.2096s)
(394^7568+1)^2-2 is composite: RES64: [8D5A3A7DD59955FE] (178.6432s+0.1662s)
(394^7572-1)^2-2 is composite: RES64: [F27E38C145C81B69] (177.4547s+0.1541s)
(394^7573-1)^2-2 is composite: RES64: [A8AA86FABB602787] (183.2872s+0.1134s)
(394^7578-1)^2-2 is composite: RES64: [2EF30CFDD5647DE2] (176.5616s+0.1132s)
(394^7583+1)^2-2 is composite: RES64: [3F451FEB04064203] (177.4369s+0.3177s)
(394^7585-1)^2-2 is composite: RES64: [C2E7D30E2BDCB0CE] (180.0356s+0.2494s)
(394^7600-1)^2-2 is composite: RES64: [D44101DBD1CD7C64] (178.4656s+0.3776s)
(394^7603-1)^2-2 is composite: RES64: [F31BC14F0724B5BD] (179.7952s+0.4916s)
(394^7608-1)^2-2 is composite: RES64: [9C8DB9B4E32B5CDF] (178.2960s+0.1080s)
(394^7612-1)^2-2 is composite: RES64: [2B6958926F19B636] (178.0419s+0.2874s)
(394^7613+1)^2-2 is composite: RES64: [3BDC7EBC1AB9A5FF] (179.1504s+0.6043s)
(394^7615-1)^2-2 is composite: RES64: [C769B6E9151DBFA7] (189.1407s+0.0534s)
(394^7617+1)^2-2 is composite: RES64: [2D365B6609772940] (182.9644s+0.3276s)
(394^7617-1)^2-2 is composite: RES64: [7B5C091669940110] (187.8175s+0.2095s)
(394^7625+1)^2-2 is composite: RES64: [93014F52D0087E76] (186.0067s+0.1201s)
(394^7628+1)^2-2 is composite: RES64: [DE9BDC68E234910B] (184.2418s+0.2343s)
(394^7632+1)^2-2 is composite: RES64: [8030CCECD6C88598] (182.8313s+0.1684s)
(394^7632-1)^2-2 is composite: RES64: [012E3FBEB8522A26] (190.3077s+0.1110s)
(394^7635-1)^2-2 is composite: RES64: [EFE84FD8450434BD] (180.8387s+0.1261s)
(394^7638+1)^2-2 is composite: RES64: [AEAA0BD682ED89B3] (308.2447s+0.2326s)
(394^7639-1)^2-2 is composite: RES64: [B775687B6A0783EF] (231.5027s+0.0999s)
(394^7644+1)^2-2 is composite: RES64: [3888D03FFC464C84] (197.6247s+0.0698s)
(394^7648-1)^2-2 is composite: RES64: [66942B4F9AD78BB4] (247.9669s+0.1267s)
(394^7668+1)^2-2 is composite: RES64: [A2DABDA1F4FCC794] (203.1548s+0.3602s)
(394^7668-1)^2-2 is composite: RES64: [EF7FBD757A18AE21] (198.6404s+0.0966s)
(394^7677+1)^2-2 is composite: RES64: [CDF730382ECF61B7] (198.9901s+0.1051s)
(394^7678-1)^2-2 is composite: RES64: [D1DE0C6267518D8B] (193.0875s+0.0802s)
(394^7689-1)^2-2 is composite: RES64: [EAA16648C97FC77F] (197.9765s+0.2354s)
(394^7695+1)^2-2 is composite: RES64: [875F340BE41FA9B7] (198.9761s+0.0740s)
(394^7695-1)^2-2 is composite: RES64: [2E706E2F68D01164] (208.9240s+0.3654s)
(394^7698+1)^2-2 is composite: RES64: [16973BF2042FF2B1] (211.6238s+0.4610s)
(394^7713+1)^2-2 is composite: RES64: [A89107D7227DE7C9] (219.9026s+0.2293s)
(394^7713-1)^2-2 is composite: RES64: [B968511A1C48E75E] (215.4207s+0.4091s)
(394^7720-1)^2-2 is composite: RES64: [6662934CC7110E7F] (214.0096s+0.3795s)
(394^7727+1)^2-2 is composite: RES64: [D7FC99E7737C21A9] (225.4556s+0.5362s)
(394^7728+1)^2-2 is composite: RES64: [EE53C79A98ADA995] (228.3941s+0.8099s)
(394^7728-1)^2-2 is composite: RES64: [921A20C94C6C6925] (214.0522s+0.2467s)
(394^7730+1)^2-2 is composite: RES64: [2BF7F734599B5742] (226.2873s+0.2505s)
(394^7732-1)^2-2 is composite: RES64: [942FA564E182944D] (210.7904s+0.1446s)
(394^7734+1)^2-2 is composite: RES64: [8BC36386B6C1DCD2] (250.5823s+0.4201s)
(394^7740+1)^2-2 is composite: RES64: [E48C71E6B7AE45E9] (222.2687s+0.3030s)
(394^7742+1)^2-2 is composite: RES64: [99938012E63313DD] (223.4263s+0.4178s)
(394^7745+1)^2-2 is composite: RES64: [66B75E1A77CCC123] (217.9123s+0.7857s)
(394^7751+1)^2-2 is composite: RES64: [14CA68888D9695CC] (222.4704s+0.2167s)
(394^7760+1)^2-2 is composite: RES64: [E4C0BE19E9872ADF] (218.4208s+0.2285s)
(394^7768-1)^2-2 is composite: RES64: [9670E60839BBBFA9] (197.2263s+0.1071s)
(394^7772+1)^2-2 is composite: RES64: [88941DF36D04C7C9] (192.0016s+0.2025s)
(394^7777-1)^2-2 is composite: RES64: [B4A228E3085D0755] (197.9294s+0.1382s)
(394^7778+1)^2-2 is composite: RES64: [00130B085E128927] (194.0962s+0.4259s)
(394^7782+1)^2-2 is composite: RES64: [DF410C816E97FE86] (188.7638s+0.2564s)
(394^7782-1)^2-2 is composite: RES64: [ABB7A48CF46E3E9F] (191.9936s+0.1283s)
(394^7788+1)^2-2 is composite: RES64: [A178D0F0496DF7F4] (191.9870s+0.2114s)
(394^7794+1)^2-2 is composite: RES64: [772E7422193A1DD2] (194.8209s+0.0990s)
(394^7795-1)^2-2 is composite: RES64: [8392774035AB9B02] (201.4337s+0.7039s)
(394^7808+1)^2-2 is composite: RES64: [4A46CF3C274FBFC7] (190.9277s+0.3527s)
(394^7809-1)^2-2 is composite: RES64: [355702CA15E84C05] (1216.1786s+0.4001s)
(394^7810-1)^2-2 is composite: RES64: [0E3C3E038511FE90] (184.9889s+0.2799s)
(394^7812-1)^2-2 is composite: RES64: [A2AFCDF4BF95453A] (182.0843s+0.2495s)
(394^7815+1)^2-2 is composite: RES64: [9DEBC55172F80DE7] (183.5542s+0.2704s)
(394^7820+1)^2-2 is composite: RES64: [8D79D6ED0D7CA6DB] (185.6864s+0.2026s)
(394^7823+1)^2-2 is composite: RES64: [95FE4BC62D99ECCC] (183.1059s+0.5966s)
(394^7827-1)^2-2 is composite: RES64: [F55B18101FA1A68E] (187.6902s+0.3919s)
(394^7828-1)^2-2 is composite: RES64: [923D8924BEB172B0] (185.9624s+0.1059s)
(394^7841+1)^2-2 is composite: RES64: [2B35754427C59B26] (188.5403s+0.2307s)
(394^7845-1)^2-2 is composite: RES64: [52E88130EC110763] (187.1282s+0.1191s)
(394^7860+1)^2-2 is composite: RES64: [79F3BFC3EE9FB154] (190.9783s+0.1157s)
(394^7865+1)^2-2 is composite: RES64: [CB16EE6BDB979C67] (186.2361s+0.2213s)
(394^7872+1)^2-2 is composite: RES64: [E48A6F40C1C298EC] (201.8731s+0.0449s)
(394^7878+1)^2-2 is composite: RES64: [DDF3F75AB82E8E92] (188.3760s+0.5662s)
(394^7879-1)^2-2 is composite: RES64: [DC84C8CBEFEB1581] (184.8734s+0.2885s)
(394^7884+1)^2-2 is composite: RES64: [988F3EC1B6F9E331] (193.2539s+0.3199s)
(394^7895+1)^2-2 is composite: RES64: [7C7DBA835861264F] (185.1313s+0.4450s)
(394^7912-1)^2-2 is composite: RES64: [D23857057AFECBD3] (199.5601s+0.2198s)
(394^7914+1)^2-2 is composite: RES64: [EE0AEA3BA2F6FFEC] (191.6090s+0.3960s)
(394^7920+1)^2-2 is composite: RES64: [DF98B4532E1580A9] (188.1233s+0.1086s)
(394^7929-1)^2-2 is composite: RES64: [39A10C38FE4EE345] (185.7741s+0.1692s)
(394^7937+1)^2-2 is composite: RES64: [47CD7EB8AF4728E9] (188.2587s+0.2284s)
(394^7945-1)^2-2 is composite: RES64: [C059A876A75C83E9] (187.8823s+0.0071s)
(394^7947+1)^2-2 is composite: RES64: [EC007980CAF27368] (193.6530s+0.1251s)
(394^7960-1)^2-2 is composite: RES64: [668C5EB1E8EA8DDF] (186.8322s+0.1737s)
(394^7968-1)^2-2 is composite: RES64: [A9BB0A1D8FABEC9B] (188.5227s+0.1040s)
(394^7977+1)^2-2 is composite: RES64: [CD2A90AAA8B0ABF3] (190.5828s+0.2123s)
(394^7978-1)^2-2 is composite: RES64: [2032BF035878FDB1] (190.6501s+0.2585s)
(394^7980+1)^2-2 is composite: RES64: [9301FDF69403CF3C] (191.8214s+0.2324s)
(394^7982+1)^2-2 is composite: RES64: [53727EC27A3C6719] (196.3392s+0.2326s)
(394^7983+1)^2-2 is composite: RES64: [86CF44ADAA137C90] (191.2121s+0.1436s)
